"Review","Tokens"

"화질설정기능은 10년전 플랫폼에도 있던겁니다 갑자기 회질떨궈두고 하염없이 화질 돌아올때까지 기다려야 하는게 뭡니까 무슨 기우제도 아니고.","화질/NNG|설정/NNG|기능/NNG|은/JX|10/NR|년/NNM|전/NNG|플랫폼/NNG|에/JKM|도/JX|있/VV|더/EPT|ㄴ/ETD|것/NNB|이/VCP|ㅂ니다/EFN|갑자기/MAG|회/NNG|질/NNG|떨구/VV|어/ECS|두/VXV|고/ECE|하염없이/MAG|화질/NNG|돌아오/VV|ㄹ/ETD|때/NNG|까지/JX|기다리/VV|어야/ECD|하/VV|는/ETD|것/NNB|이/JKS|무엇/NP|이/VCP|ㅂ니까/EFQ|무/NNG|슬/VV|ㄴ/ETD|기우/NNG|제도/NNG|아니/VV|고/ECE|./SF"

"모바일 자동 다음화 재생 오프닝 자동넘기기 기능종 만들어 주세요. ","스마트폰/NNG|자동/NNG|다음/NNG|화/XSN|재생/NNG|오프닝/NNG|자동/NNG|넘기기/NNG|기능/NNG|종/NNG|만들/VV|어/ECD|주/VXV|세요/EFN|./SF"

"헬조선의 모자이크화 때문에 보기싫음. 별거 아닌것도 야한거 보는 기분이라 별로 좋지 않음. 같은 돈내고 외국이랑 차별 받는 기분이라 국가 변경방법이나 만들어주면 좋겠음.","헤/VV|ㄹ/ETD|조선/NNG|의/JKG|모자이크/NNG|화/XSN|때문/NNB|에/JKM|보/VV|기/ETN|싫/VA|음/ETN|./SF|별거/NNG|아니/VV|ㄴ/ETD|것/NNB|도/JX|야하/VA|ㄴ/ETD|거/NNB|보/VV|는/ETD|기분/NNG|이/VCP|라/ECD|별로/MAG|좋/VA|지/ECD|안/MAG|음/ETN|./SF|같/VA|은/ETD|돈/NNG|내/VV|외국/NNG|이랑/JC|차별/NNG|받/VV|는/ETD|기분/NNG|이/VCP|라/ECD|국가/NNG|변경/NNG|방법/NNG|이나/JX|만들/VV|어/ECD|주/VXV|면/ECE|좋/VA|겠/EPT|음/ETN|./SF"

"처음엔 무료로 영화나 드라마 볼수있어서 좋았는데 점점 볼것도 없어지네요. 극장판 나오고 몇달이 지나도 안나오고 해리포터도 있었 던걸로 기억하는데 없어졌네요 응답하라 1988 11화 까지봐서 오늘 보려고했는데 없어져있고. 재밌는것들도 점점 없어지고. 많이 실망적이긴하네요.","처음/NNG|에/JKM|는/JX|무료/NNG|로/JKM|영화/NNG|나/JC|드라마/NNG|보/VV|ㄹ/ETD|수/NNB|있/VV|어서/ECD|좋/VA|았/EPT|는데/ECD|점점/MAG|보/VV|ㄹ/ETD|것/NNB|도/JX|없/VA|어/ECD|지/VXV|네요/EFN|./SF|극장/NNG|판/NNG|나오/VV|고/ECE|몇/MDT|달/NNG|이/JKS|지/ECD|나도/NNG|안/MAG|나오/VV|고/ECE|해리/NNG|포터/NNG|도/JX|있었/UN|덜/VV|ㄴ/ETD|것/NNB|으로/JKM|기억/NNG|하/XSV|는/ETD|데/NNB|없/VA|어/ECD|지/VXV|었/EPT|네요/EFN|응답/NNG|하/XSV|라/ECD|1988/NR|11/NR|화/NNM|까/VV|지/ECD|보/VV|아서/ECD|오늘/NNG|보/VV|려고/ECD|하/VV|었/EPT|는데/ECD|없/VA|어/ECD|지/VXV|어/ECS|있/VXV|고/ECE|./SF|재미/NNG|있/VV|는/ETD|것/NNB|들/NNM|도/NNG|점점/MAG|없/VA|어/ECD|지/VXV|고/ECE|./SF|많이/MAG|실망/NNG|적/XSN|이/JKS|긴하/VA|네요/EFN|./SF"

"못봤던 영화를 볼수 있어서 좋아요 근데 옛날 영화뿐이네요. 업데이트가 잘안되네요 늘 같은 영화만 있어요 그리고 영화개봉후 아주 오래되야 업데이트 되거나 아예없거나 그러네요 그게 좀 아쉽네요.","못/MAG|보/VV|았/EPT|더/EPT|ㄴ/ETD|영화/NNG|를/JKO|보/VV|ㄹ/ETD|수/NNB|있/VV|어서/ECD|좋/VA|아요/EFN|근데/MAG|옛날/NNG|영화/NNG|뿐/JX|이/VCP|네요/EFN|./SF|업데이트/NNG|가/JKS|잘/MAG|안/MAG|되/VV|네요/EFN|늘/MAG|같/VA|은/ETD|영화/NNG|만/JX|있/VV|어요/EFN|그리고/MAC|영화/NNG|개봉/NNG|후/NNG|아주/MAG|오래/MAG|되야/UN|업데이트/NNG|되/VV|거나/ECE|아예/MAG|없/VA|거나/ECE|그러/VV|네요/EFN|그게/NP|좀/MAG|아쉽/VA|네요/EFN|./SF"

"넷플릭스좀그러네요 별로.","넷플릭스/NNG|좀/MAG|그러/VV|네요/EFN|별로/MAG|./SF"

"갑자기 안 들어가져요 계속 로딩 중입니다.","갑자기/MAG|안/MAG|듣/VV|어/ECD|가지/VXV|어요/EFN|계속/NNG|로딩/NNG|중/NNB|이/VCP|ㅂ니다/EFN|./SF"

"메인화면에 고객센터가 왜 자꾸 뜨는지 모르겠네요.","메인/NNG|화면/NNG|에/JKM|고객/NNG|센터/NNG|가/JKS|왜/MAG|자꾸/MAG|뜨/VV|는지/ECS|모르/VV|겠/EPT|네요/EFN|./SF"

"좋긴 한데 영화를 보려고 하면 화면이 안나오고 목소리만 들리는 경우가 많고 렉도 심하게 걸려요 이 점만 고쳐줬으면 좋겠어요.","좋/VA|기/ETN|는/JKS|한데/NNG|영화/NNG|를/JKO|보/VV|려고/ECD|하/VV|화면/NNG|이/JKS|안/MAG|나오/VV|고/ECE|목/NNG|소리/NNG|만/JX|듣/VV|는/ETD|경우/NNG|가/JKS|많/VA|고/ECE|버퍼링/NNG|도/JX|심하/VA|게/ECD|걸/VV|려요/ECD|이/MDT|점/NNG|만/JX|고치/VV|어/ECS|주/VXV|었/EPT|으면/ECD|좋/VA|겠/EPT|어요/EFN|./SF"

"개발자님 제발 분할화면 지원이 되게 해 주세요.  정말 불편해여 이것때문에요.","개발자/NNG|님/XSN|제발/MAG|분할/NNG|화면/NNG|지원/NNG|이/JKS|되게/MAG|하/VV|어/ECS|주/VXV|세요/EFN|./SF|정말/MAG|불편/NNG|하/XSV|어/ECS|여/NNG|이것/NP|때문/NNB|에/JKM|요/JX|./SF"

"넷플릭스 COM을 방문하라고 하는데 뭔 뜻인가요.","넷플릭스/NNG|COM/OL|을/JKO|방/NNG|문하/NNG|라고/JX|하/VV|는데/ECD|뭔/MDT|뜻/NNG|이/VCP|ㄴ가요/EFQ|./SF"

"다좋은데 최신드라마나 영화가 늦께나오는게 아쉬웠어요 그래도 이거빼곤 다 좋은거같아요.","다/MAG|좋/VA|은데/ECD|최신/NNG|드라마/NNG|나/JC|영화/NNG|가/JKS|늦께/UN|나오/VV|는/ETD|것/NNB|이/JKS|아쉽/VA|었/EPT|어요/EFN|그리하/VV|여도/ECD|이거/NP|빼/VV|곤/ECS|다/MAG|좋/VA|은/ETD|거/NNB|같/VA|아요/EFN|./SF"

"오징어 게임고고.","오징어게임/NNP|고고/NNG|./SF"

"한국 컨텐츠 말곤 진짜 왠만해선 볼게없음.","한국/NNG|컨텐츠/NNG|말/VV|곤/ECS|진짜/MAG|왠/MDT|만/JX|해선/NNG|보/VV|ㄹ/ETD|것/NNB|이/JKS|없/VA|음/ETN|./SF"

"하루하루 즐삼 재미있는 영상을보고있어요.강 추.","하루하루/NNG|즐/MAG|삼/NR|재미/NNG|있/VV|는/ETD|영상/NNG|을/JKO|보/VV|고/ECE|있/VXV|어요/EFN|./SF|강/NNG|추/NNG|./SF"

"와 좋다.","오/VV|아/ECS|좋/VA|다/EFN|./SF"

"한글로 안나오고 영어로나오는데 한글버전으로 어떻게바꾸는건가요?","한글/NNG|로/JKM|안/MAG|나오/VV|고/ECE|영어/NNG|로/JKM|나오/VV|는데/ECD|한글/NNG|버전/NNG|으로/JKM|어떻/VA|게/ECD|바꾸/VV|는/ETD|것/NNB|이/VCP|ㄴ가요/EFQ|?/SF"

"영상 재생중에 왜 자꾸 화질이 떨어지는건지 모르겠네요 유튜브도 1080잘만 봐지는데 인테넷속도도 문제없고 고화질로 보려고 달달이 요금내고 보는데 저화질로 재생되는거면 문제있는거 아닌가요.","영상/NNG|재생/NNG|중/NNB|에/JKM|왜/MAG|자꾸/MAG|화질/NNG|이/JKS|떨어지/VV|는/ETD|것/NNB|이/VCP|ㄴ지/ECS|모르/VV|겠/EPT|네요/EFN|유튜브/NNG|도/JX|화질/NNG|잘만/NNP|보/VV|아/ECS|지/VXV|는데/ECD|이/VCP|ㄴ/ETD|테/NNG|넷/NNG|속도/NNG|도/JX|문제없/VA|고/ECE|화질/NNG|로/JKM|보/VV|려고/ECD|닿/VV|ㄹ/ETD|달이/NNG|요금/NNG|내/VV|보/VV|는데/ECD|저/VV|어/ECS|화질/NNG|로/JKM|재생/NNG|되/XSV|는/ETD|거/NNB|이/VCP|면/ECE|문제/NNG|있/VV|는/ETD|거/NNB|아니/VCN|ㄴ가요/EFQ|./SF"

"왜 모바일에서 화질이 자동으로 선택이 되는거죠? 유료결제 서비스를 화질선택으로 단계별로 나눠놨으면서 내맘대로 화질선택 못하는건 도대체 뭐하자는 거지? 인터넷 버퍼링 걸리든 말든 화질선택은 소비자 권리인데 맘대로 못하게하는거 과장광고 아닙니까?","왜/MAG|스마트폰/NNG|에서/JKM|화질/NNG|이/JKS|자동/NNG|으로/JKM|선택/NNG|이/JKC|되/VV|는/ETD|것/NNB|이/VCP|죠/EFN|?/SF|유료/NNG|결제/NNG|서비스/NNG|를/JKO|화질/NNG|선택/NNG|으로/JKM|단계별/NNG|로/JKM|나누/VV|어/ECS|놓/VV|았/EPT|으면서/ECE|내/NP|맘대로/MAG|화질/NNG|선택/NNG|못하/VX|는/ETD|것/NNB|은/JKS|도대체/MAG|뭐하/VV|자/ECE|는/JX|거지/NNG|?/SF|인터넷/NNG|버퍼링/NNG|걸리/VV|든/ECE|말/VXV|든/ECE|화질/NNG|선택/NNG|은/JX|소비자/NNG|권리/NNG|이/VCP|ㄴ데/ECE|맘/NNG|대로/JX|못하/VX|게/ECD|하/VV|는/ETD|거/NNB|과장/NNG|광고/NNG|아니/VCN|ㅂ니까/EFQ|?/SF"

"제발 하이큐4기좀 제발 하이큐4기좀 제발하이큐4기좀 애니좋아하는사람들은 하이큐4기없어서 웁니다.","제/XPN|발/NNG|하이/NNG|큐/NNG|4/NR|기/NNG|좀/MAG|제/XPN|발/NNG|하이/NNG|큐/NNG|4/NR|기/NNG|좀/MAG|제/XPN|발/NNG|하이/NNG|큐/NNG|4/NR|기/NNG|좀/MAG|애니메이션/NNG|좋/VV|는/ETD|사람/NNG|들/XSN|은/JX|하이/NNG|큐/NNG|4/NR|기/NNM|없/VA|어서/ECD|울/VV|ㅂ니다/EFN|./SF"

"노트20입니다 앱깔아서 잘보고 있었는데 얼마전부터 들어가지지않고 오류라고뜨는데 어떻게된거져?","노트/NNG|20/NR|이/VCP|ㅂ니다/EFN|앱/NNG|깔/VV|아서/ECD|잘/MAG|보/VV|고/ECE|있/VXV|었/EPT|는데/ECD|얼마/NNG|전/NNG|부터/JX|듣/VV|어/ECD|가지/VXV|지/ECD|안/MAG|고/ECE|오류/NNG|라고/JX|뜨/VV|는데/ECD|어떻/VA|게/ECD|되/VV|ㄴ/ETD|거지/VV|어/ECS|?/SF"

"웬만한 어플은 다운 안 받는데 .어징어 땀시 받는다.","웬만/XR|하/XSA|ㄴ/ETD|앱/NNG|은/JX|다운/NNG|안/MAG|받/VV|는데/ECD|./SF|어/VV|어/ECS|징/NNG|어/XSN|땀/NNG|시/NNG|받/VV|는/EPT|다/EFN|./SF"

"배속기능 2배도 넣어주세요.  0.1 단위도 조절가눙하게 해주새요.","배속/NNG|기능/NNG|2/NR|배/NNG|도/JX|넣/VV|어/ECD|주/VXV|세요/EFN|./SF|0.1/NR|단/NNG|위도/NNP|조절/NNG|가/VV|아/ECS|눙/UN|하/XSV|게/ECD|해/NNG|주/NNG|새/NNG|이/VCP|요/EFN|./SF"

"꿀잼 빅잼 핵잼 머니잼 도리도리 잼잼 넷플릭스.","꿀/NNG|잼/NNG|빅/NNG|잼/NNG|핵/NNG|잼/NNG|머니/NNG|잼/NNG|도리/NNG|도리/NNG|잼/NNG|잼/NNG|넷플릭스/NNG|./SF"

"일곱개의대죄라는 만화에서 세번째 시리즈 계명의부할이 사라졌습니다.저 말고 다른 사람들도 있으니까 제발 빨리 고쳐 주시기 바랍니다.그래도 영화는 퀄리티가 좋으니까 별4개 드립니다.","일곱/NNG|개의/NNG|대죄/NNG|이/VCP|라는/ETD|만화/NNG|에서/JKM|세/MDN|번째/NNB|시리즈/NNG|계명/NNG|의/JKG|부/NNG|하/XSV|ㄹ/ETD|이/MDT|사라지/VV|었/EPT|습니다/EFN|./SF|저/NP|말/VV|고/ECE|다른/MDT|사람/NNG|들/XSN|도/JX|있/VV|으니까/ECD|제발/MAG|빨리/MAG|고치/VV|어/ECS|주/VXV|시/EPH|기/ETN|바라/VV|ㅂ니다/EFN|./SF|그리하/VV|여도/ECD|영화/NNG|는/JX|퀄리티/NNG|가/JKS|좋/VA|으니까/ECD|별/NNG|4/NR|개/NNM|드리/VV|ㅂ니다/EFN|./SF"

"너무 좋다.","너무/MAG|좋/VA|다/EFN|./SF"

"완전 신세계 없어선 안될 어플입니다.","완전/NNG|신세계/NNG|없/VA|어/ECD|선/NNG|안/MAG|되/XSV|ㄹ/ETD|앱/NNG|이/VCP|ㅂ니다/EFN|./SF"

"지금 시작합니다.","지금/MAG|시작/NNG|하/VV|ㅂ니다/EFN|./SF"

"앱 실행이 안돼요.","앱/NNG|실행/NNG|이/JKS|안/MAG|되/VV|어요/EFN|./SF"

"찜하기가 몇일전부터 안되네요.","찜/NNG|하/XSV|기/ETN|가/JKS|몇/MDT|일전/NNG|부터/JX|안/MAG|되/VV|네요/EFN|./SF"

"워버러버 덥덥.","워버/UN|러버/NNG|덥/NNB|덥/NNB|./SF"

"앱 다운로드가 안되요.","앱/NNG|다운로드/NNG|가/JKS|안/MAG|되/VV|어요/EFN|./SF"

"깔면 30일 무료 체험하기가 나오고 다른 건 할 수 없어요 19세 미만이라 하지도 못하는데 지금 어쩌라는 건지 모르겠어요 이거 어떡해야 넘어갈 수 있나요? 제발 19세 미만은 안될 거면 애초에 19세 미만은 앱 깔지 못하게 해주실래요.","깔/VV|면/ECE|30/NR|일/NNM|무료/NNG|체험/NNG|하/XSV|기/ETN|가/JKS|나오/VV|고/ECE|다른/MDT|건/NNM|하/VV|ㄹ/ETD|수/NNB|없/VA|어요/EFN|19/NR|세/NNM|미만/NNG|이/VCP|라/ECD|하/VV|지/ECD|도/JX|못하/VX|는데/ECD|지금/NNG|어쩌/VV|라는/ETD|것/NNB|이/VCP|ㄴ지/ECS|모르/VV|겠/EPT|어요/EFN|이거/NP|어떡하/VV|어야/ECD|넘/VV|ㄹ/ETD|수/NNB|있/VV|나요/EFQ|?/SF|제발/MAG|19/NR|세/NNM|미만/NNG|은/JX|안/MAG|되/VV|ㄹ/ETD|거/NNB|이/VCP|면/ECE|애초/NNG|에/JKM|19/NR|세/NNM|미만/NNG|은/JX|앱/NNG|까/VV|ㄹ지/ECD|못하/VX|게/ECD|하/VV|어/ECS|주/VXV|시/EPH|ㄹ래요/EFQ|./SF"

"너무 하라는게 많음.","너무/MAG|하/VV|라는/ETD|것/NNB|이/JKS|많/VA|음/ETN|./SF"

"돈 안 쓰고도 이용 하게 해 줘야지. 무조건 돈 내고 이용하라니 쓰레기임 절대로 깔지마셈.","돈/NNG|안/MAG|쓰/VV|고/ECE|도/JX|이용/NNG|하/VV|게/ECD|하/VV|어/ECS|주/VXV|어야지/EFN|./SF|무조건/NNG|돈/NNG|내/VV|이용/NNG|하/XSV|라/ECD|니/NP|쓰레기/NNG|임/NNG|절대/NNG|로/JKM|깔/VV|ㄹ지/ECD|마/NNG|셈/NNG|./SF"

"재가 포캣몬 매니아 입니다만 업는영화 가잇네요 추가좀해주새요 이거 후파 광륜의초마신 창조의신 아르새우스.","재가/NNG|포/NNG|캣/UN|몰/VV|ㄴ/ETD|매니아/NNG|이/VCP|ㅂ니다만/ECE|업/VV|는/ETD|영화/NNG|가/VV|아/ECS|있/VV|네요/EFN|추가/NNG|좀/MAG|해/NNG|주/NNG|새/NNG|요/JX|이/MDT|거/NNB|후/NNG|파/NNG|광/NNG|륜/UN|의/JKG|초/XPN|마신/NNG|창조/NNG|의/JKG|신/NNG|아르/NNM|새/NNG|우/NNG|스/VV|./SF"

"화면이 자꾸 안 뜨네요.뭐.듣기만 하라는 건지.참.","화면/NNG|이/JKS|자꾸/MAG|안/MAG|뜨/VV|네요/EFN|./SF|뭐/NP|./SF|듣기/NNG|만/JX|하/VX|라는/ETD|것/NNB|이/VCP|ㄴ지/ECS|./SF|참/MAG|./SF"

"노트20 앱 접속 안됨. 재설치 해도 같은 현상.","노트/NNG|20/NR|앱/NNG|접속/NNG|안/MAG|되/VV|./SF|재설/NNG|하/XSV|지/ECD|하/VV|어도/ECD|같/VA|은/ETD|현상/NNG|./SF"

"디바이스 오류라고 뜨고 안 들어가집니다.","디바이스/NNG|오류/NNG|라고/JX|뜨/VV|고/ECE|안/MAG|듣/VV|어/ECD|가지/VXV|ㅂ니다/EFN|./SF"

"베트남 자막있으면 감사하겠습니다.","베트남/NNG|자막/NNG|있/VV|으면/ECD|감사/NNG|하/XSV|겠/EPT|습니다/EFN|./SF"

"스킨스 다시 올려주세요. ","스킨스/UN|다시/MAG|오르/VV|어/ECS|주/VXV|세요/EFN|./SF"

"로그인을 하였는데 튕기고 안돼네요 그문제를 고쳐주세요. ","로그인/NNG|을/JKO|하/VV|였/EPT|는데/ECD|튕기/VV|고/ECE|안/MAG|되/VV|네요/EFN|그/MDT|문제/NNG|를/JKO|고치/VV|어/ECS|주/VXV|세요/EFN|./SF"

"원피스가 왜 없죠 원피스 넣어주세요. ","원피스/NNG|가/JKS|왜/MAG|없/VA|죠/EFN|원피스/NNG|넣/VV|어/ECD|주/VXV|세요/EFN|./SF"

"501 109인가? 에러뜨고 갑자기 이용불가 첫화면 NETFLIX 글자만 계속 보이네요.","501/NR|109/NR|이/VCP|ㄴ가/EFQ|?/SF|에러/NNG|뜨/VV|고/ECE|갑자기/MAG|이용/NNG|불가/NNG|첫/MDT|화면/NNG|NETFLIX/OL|글자/NNG|만/JX|계속/MAG|보/VV|네요/EFN|./SF"

"내가 찜한 콘텐츠 추가가 안 되는데요.","내가/NNG|찜/NNG|하/XSV|ㄴ/ETD|콘텐츠/NNG|추가/NNG|가/JKS|안/MAG|되/VV|는데요/ECD|./SF"

"무료체험 돌려주세요. .","무료/NNG|체험/NNG|돌려주/VV|세요/EFN|./SF|./SF"

"지금 넷플릭스가 왜인지 모르겠는데 오류가나서 영상이 실행이 않되는데 저만 그런가요?","지금/NNG|넷플릭스/NNG|가/JKS|왜/MAG|이/VCP|ㄴ지/ECD|모르/VV|겠/EPT|는데/ECD|오류/NNG|가/JKS|나/VV|아서/ECD|영상/NNG|이/JKS|실행/NNG|이/JKS|안/MAG|되/VV|는데/ECD|저/NP|만/JX|그렇/VA|ㄴ가요/EFQ|?/SF"

"성인인증때문에 오징어게임 못 보잖아요.","성인/NNG|인증/NNG|때문/NNB|에/JKM|오징어게임/NNP|못/MAG|보/VV|잖아요/EFN|./SF"

"약간 아쉬움.","약간/MAG|아쉬움/NNG|./SF"

"제 폰은 GALAXY JUMP SM A326K 기종인데요. 영상이 느리게 뚝뚝 끊어져서 나와요. 첨에는 몇분 잘나오다가 그러네요. 그리고 손으로 화면을 터치하고 있으면 재생이 잘 되요. 음향은 아무문제 없는데.영상만 그러네요.다른 타사 영상은 잘 나옵니다.","제/NNG|스마트폰/NNG|은/JX|GALAXY/OL|JUMP/OL|SM/OL|A/OL|326/NR|K/OL|기종/NNG|이/VCP|ㄴ데요/EFN|./SF|영상/NNG|이/JKS|느리/VA|게/ECD|뚝뚝/MAG|끊어지/VV|어서/ECD|나오/VV|아요/EFN|./SF|첨/NNG|에/JKM|는/JX|몇/MDT|분/NNB|잘/MAG|나오/VV|다가/ECD|그러/VV|네요/EFN|./SF|그리고/MAG|손/NNG|으로/JKM|화면/NNG|을/JKO|터치/NNG|하/XSV|고/ECE|있/VXV|으면/ECD|재생/NNG|이/JKS|잘/MAG|되/VV|어요/EFN|./SF|음향/NNG|은/JX|아무/MDT|문제/NNG|없/VA|는데/ECD|./SF|영상/NNG|만/JX|그러/VV|네요/EFN|./SF|다르/VV|ㄴ/ETD|타사/NNG|영상/NNG|은/JX|잘/MAG|나오/VV|ㅂ니다/EFN|./SF"

"해당 국가에서는 시청이 안되는게 많네.","해당/NNG|국가/NNG|에서/JKM|는/JX|시청/NNG|이/JKS|안/MAG|되/VV|는/ETD|것/NNB|이/JKS|많/VA|네/EFN|./SF"

"넷플릭스에서 로그인하는데 자꾸 얼마남지 않았습니다뭐시기 넷플릭스.콤에 방문 뭐시기 대체 로그인 어떻게 하라는겁니까.","넷플릭스/NNG|에서/JKM|로그인/NNG|하/XSV|는데/ECD|자꾸/MAG|얼마/NNG|남/VV|지/ECD|안/MAG|았/EPT|습니다/EFN|뭐/NP|시기/NNG|넷플릭스/NNG|./SF|콤/UN|에/JKM|방문/NNG|뭐/NP|시기/NNG|대체/NNG|로그인/NNG|어떻/VA|게/ECD|하/VX|라는/ETD|것/NNB|이/VCP|ㅂ니까/EFQ|./SF"

"넷플릭스 접속이 안되요.","넷플릭스/NNG|접속/NNG|이/JKS|안/MAG|되/VV|어요/EFN|./SF"

"오장어게임 굿.","오/NNG|장어/NNG|게임/NNG|굿/NNG|./SF"

"내가 원하는 영화 예능 드라마를 볼수있어 좋아요.","나/NP|가/JKS|원하/VV|는/ETD|영화/NNG|예능/NNG|드라마/NNG|를/JKO|보/VV|ㄹ/ETD|수/NNB|있/VV|어/ECD|좋/VA|아요/EFN|./SF"

"너무 좋다.","너무/MAG|좋/VA|다/EFN|./SF"

"넘 재밌어요.","넘/MAG|재미/NNG|있/VV|어요/EFN|./SF"

"어떻게 해야 할지 모르겠어요.","어떻/VA|게/ECD|하/VV|어야/ECD|하/VV|ㄹ지/ECD|모르/VV|겠/EPT|어요/EFN|./SF"

"영상도많고 즐길거리도 많아서 좋아요.","영상/NNG|도/JX|많/VA|고/ECE|즐기/VV|ㄹ/ETD|거리/NNG|도/JX|많/VA|아서/ECD|좋/VA|아요/EFN|./SF"

"프로그램 잘 되다가 잘 안열릴때가 있는데 그때마다 보고 있던 영상 다 지워지고 답답 하내요.","프로그램/NNG|잘/MAG|되/VV|다가/ECD|잘/MAG|안/MAG|열/VV|ㄹ/ETD|때/NNG|가/JKS|있/VV|는데/ECD|그때/NNG|마다/JX|보/VV|고/ECE|있/VXV|더/EPT|ㄴ/ETD|영상/NNG|다/MAG|지우/VV|어/ECS|지/VXV|고/ECE|답답/XR|하/VV|내요/EFN|./SF"

"아 영문이나 이상한 나라 언어로 그만좀 바뀌라고 한두번이어야지 건들지도 않았는데 왜 지혼자 설정되서 자꾸 귀찮게 만든데? 진짜 이게 오류면 좀 처리를 하던가 내돈 15 000원주고 보면서 왜 이런 스트레스를 받아야함?","아/VV|아/ECS|영문/NNG|이나/JX|이상/NNG|하/XSV|ㄴ/ETD|나라/NNG|언어/NNG|로/JKM|그만/MAG|좀/MAG|바꾸/VV|라/ECD|고/NNG|한두/MDN|번/NNB|있/VV|어야지/EFN|건들/VV|ㄹ지/ECD|도/JX|안/MAG|았/EPT|는데/ECD|왜/MAG|지/NNG|혼자/NNG|설정/NNG|되/XSV|서/ECD|자꾸/MAG|귀찮/VA|게/ECD|만들/VV|ㄴ데/EFN|?/SF|진짜/MAG|이것/NP|이/JKS|오류/NNG|이/VCP|면/ECE|좀/MAG|처리/NNG|를/JKO|하/VV|더/EPT|ㄴ가/ECS|내/NP|돈/NNG|15/NR|000/NR|원/NNM|주고/NNG|보/VV|면서/ECE|왜/MAG|이러/VV|ㄴ/ETD|스트레스/NNG|를/JKO|받/VV|아야/ECD|함/NNG|?/SF"

"아니 그냥 다 좋은데 다음화로 넘기는 기능이 없어서 게속 나갔다가 다음화로 넘겨서들어와야해서 불편하네요.","아니/IC|그냥/MAG|다/MAG|좋/VA|은데/ECD|다음/NNG|화/XSN|로/JKM|넘기/VV|는/ETD|기능/NNG|이/JKS|없/VA|어서/ECD|게/NNG|속/NNG|나가/VV|었/EPT|다가/ECD|다음/NNG|화/XSN|로/JKM|넘기/VV|어서/ECD|들어오/VV|아야/ECD|하/VV|어서/ECD|불편/NNG|하/XSV|네요/EFN|./SF"

"좋긴한데 시즌이 있을 때 다 시즌3까지 나와서 좀 불편함.","좋/VA|기/ETN|는/JKS|한데/NNG|시즌/NNG|이/JKS|있/VV|을/ETD|때/NNG|다/MAG|시즌/NNG|3/NR|까지/JX|나오/VV|아서/ECD|좀/MAG|불편/NNG|하/XSV|ㅁ/ETN|./SF"

"헌터X헌터랑 도쿄 리벤져스 같은 새로운 애니 좀 많이 넣어주세요.  그리고 나우유씨미2 말고 나우유씨미1 넣어주세요.  이게 훨씬 재밌는데.내 말을 들어줄지 모르겠네.","헐/VV|ㄴ/ETD|터/NNB|X/OL|헐/VV|ㄴ/ETD|터/NNB|랑/JC|도쿄리벤져스/NNP|같/VA|은/ETD|새/NNG|롭/XSA|ㄴ/ETD|애니메이션/NNG|좀/MAG|많이/MAG|넣/VV|어/ECD|주/VXV|세요/EFN|./SF|그리고/MAG|나/VV|아/ECS|우유/NNG|씨/NNB|미/NNG|2/NR|말/VV|고/ECE|나우/NNP|유/NNG|씨/NNG|미/NNG|1/NR|넣/VV|어/ECD|주/VXV|세요/EFN|./SF|이것/NP|이/JKS|훨씬/MAG|재미/NNG|있/VV|는데/ECD|./SF|내/NP|말/NNG|을/JKO|들어주/VV|ㄹ지/ECD|모르/VV|겠/EPT|네/EFN|./SF"

"노트20 에서 화면이 넘 어둡습니다. 제발 HDR 끄는 옵션좀 추가해 주세요. .","노트/NNG|20/NR|에서/JKM|화면/NNG|이/JKS|넘/MAG|어둡/VA|습니다/EFN|./SF|제발/MAG|화질/NNG|끄/VV|는/ETD|옵션/NNG|좀/MAG|추가/NNG|하/XSV|어/ECS|주/VXV|세요/EFN|./SF|./SF"

"컴퓨터로 넷플릭스 영화 보고있어요 감사합니다.","컴퓨터/NNG|로/JKM|넷플릭스/NNG|영화/NNG|보/VV|고/ECE|있/VXV|어요/EFN|감사/NNG|하/XSV|ㅂ니다/EFN|./SF"

"포켓몬스터W시즌2보고싶어요 꼭좀 넷플릭스에 올려주세요.  제발 부탁드립니다.","포켓몬스터/NNP|W/OL|시즌/NNG|2/NR|보/VV|고/ECE|싶/VXA|어요/EFN|꼭/MAG|좀/MAG|넷플릭스/NNG|에/JKM|오르/VV|어/ECS|주/VXV|세요/EFN|./SF|제발/MAG|부탁/NNG|드리/VV|ㅂ니다/EFN|./SF"

